state_u,district_u,log_ncrb_rape,log_ncrb_kidnap,log_ncrb_dowry,log_ncrb_assault,log_ncrb_insult,log_ncrb_cruelty,log_ncrb_total,frac_rape,frac_kidnap,frac_dowry,frac_assault,frac_cruelty
ANDHRA PRADESH,VIJAYAWADA CITY,4.174387269895637,3.332204510175204,2.3978952727983707,5.634789603169249,5.3612921657094255,6.466144724237619,7.217443431696533,0.04698972099853157,0.019823788546255508,0.007342143906020558,0.20484581497797358,0.4713656387665198
ANDHRA PRADESH,VIJAYAWADA RAILWAY,0.0,1.0986122886681098,1.0986122886681098,2.1972245773362196,1.9459101490553132,0.6931471805599453,3.258096538021482,0.0,0.08,0.08,0.32,0.04
ANDHRA PRADESH,VISAKHA RURAL,3.6635616461296463,2.772588722239781,1.6094379124341003,4.867534450455582,4.060443010546419,5.117993812416755,6.073044534100405,0.08775981524249422,0.03464203233256351,0.009237875288683603,0.2979214780600462,0.3833718244803695
ANDHRA PRADESH,VISAKHAPATNAM,4.442651256490317,3.9318256327243257,2.6390573296152584,4.997212273764115,4.727387818712341,5.918893854273146,6.844815479208263,0.08955223880597014,0.053304904051172705,0.013859275053304905,0.15671641791044777,0.39552238805970147
ANDHRA PRADESH,VIZIANAGARAM,3.871201010907891,2.995732273553991,2.1972245773362196,5.420534999272286,5.793013608384144,5.802118375377063,6.880384082186005,0.04835390946502058,0.01954732510288066,0.00823045267489712,0.23148148148148148,0.3395061728395062
ANDHRA PRADESH,WEST GODAVARI,4.990432586778736,3.828641396489095,3.2188758248682006,6.0063531596017325,4.605170185988092,6.495265555937008,7.385230923066573,0.09062693978895096,0.027932960893854747,0.0148975791433892,0.25139664804469275,0.4103041589075109
ARUNACHAL PRADESH,ANJAW,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,0.5,0.0,0.5,0.0
ARUNACHAL PRADESH,CHANGLANG,1.9459101490553132,1.9459101490553132,0.0,0.0,0.0,0.0,2.6390573296152584,0.46153846153846156,0.46153846153846156,0.0,0.0,0.0
ARUNACHAL PRADESH,CRIME BRANCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,DIBANG VALLEY,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,KAMENG EAST,0.6931471805599453,0.6931471805599453,0.0,1.9459101490553132,0.0,0.0,2.833213344056216,0.0625,0.0625,0.0,0.375,0.0
ARUNACHAL PRADESH,KAMENG WEST,0.0,1.0986122886681098,0.0,2.302585092994046,0.0,1.0986122886681098,2.70805020110221,0.0,0.14285714285714285,0.0,0.6428571428571429,0.14285714285714285
ARUNACHAL PRADESH,KUKUNG KUMEY,1.3862943611198906,0.0,0.0,0.6931471805599453,0.0,0.0,1.791759469228055,0.6,0.0,0.0,0.2,0.0
ARUNACHAL PRADESH,LOHIT,2.0794415416798357,3.258096538021482,0.0,2.6390573296152584,0.0,0.6931471805599453,3.9889840465642745,0.1320754716981132,0.4716981132075472,0.0,0.24528301886792453,0.018867924528301886
ARUNACHAL PRADESH,LONGDING,1.3862943611198906,1.6094379124341003,0.0,1.3862943611198906,0.0,0.0,2.3978952727983707,0.3,0.4,0.0,0.3,0.0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,1.791759469228055,0.6,0.4,0.0,0.0,0.0
ARUNACHAL PRADESH,PAPUM PARE CITY,3.4965075614664802,3.6109179126442243,0.6931471805599453,3.295836866004329,0.0,3.091042453358316,4.8283137373023015,0.25806451612903225,0.2903225806451613,0.008064516129032258,0.20967741935483872,0.1693548387096774
ARUNACHAL PRADESH,PAPUM PARE RURAL,0.0,1.6094379124341003,0.0,1.6094379124341003,0.0,0.0,2.302585092994046,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0
ARUNACHAL PRADESH,SIANG EAST,2.4849066497880004,1.0986122886681098,0.0,3.091042453358316,0.0,1.6094379124341003,3.8501476017100584,0.2391304347826087,0.043478260869565216,0.0,0.45652173913043476,0.08695652173913043
ARUNACHAL PRADESH,SIANG UPPER,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,1.3862943611198906,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
ARUNACHAL PRADESH,SIANG WEST,1.9459101490553132,0.6931471805599453,0.0,2.4849066497880004,1.3862943611198906,2.1972245773362196,3.7376696182833684,0.14634146341463414,0.024390243902439025,0.0,0.2682926829268293,0.1951219512195122
ARUNACHAL PRADESH,SUBANSIRI LOWER,0.6931471805599453,1.0986122886681098,0.0,1.9459101490553132,0.0,1.3862943611198906,2.6390573296152584,0.07692307692307693,0.15384615384615385,0.0,0.46153846153846156,0.23076923076923078
ARUNACHAL PRADESH,SUBANSIRI UPPER,1.791759469228055,1.0986122886681098,0.0,2.833213344056216,0.0,1.3862943611198906,3.4965075614664802,0.15625,0.0625,0.0,0.5,0.09375
ARUNACHAL PRADESH,TAWANG,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,1.0,0.0
ARUNACHAL PRADESH,TIRAP,1.3862943611198906,1.3862943611198906,0.0,1.0986122886681098,0.0,0.0,2.1972245773362196,0.375,0.375,0.0,0.25,0.0
ASSAM,BARPETA,4.969813299576001,5.886104031450156,3.091042453358316,6.322565239927284,0.0,7.018401799069201,7.699389406256737,0.06482320942883046,0.1627379873073436,0.009519492293744334,0.25203989120580234,0.5058930190389845
ASSAM,BASKA,3.295836866004329,3.6109179126442243,1.6094379124341003,3.332204510175204,0.0,4.356708826689592,5.1647859739235145,0.14942528735632185,0.20689655172413793,0.022988505747126436,0.15517241379310345,0.4425287356321839
ASSAM,BONGAIGAON,3.4657359027997265,3.4011973816621555,1.6094379124341003,2.1972245773362196,0.0,5.187385805840755,5.60947179518496,0.11397058823529412,0.10661764705882353,0.014705882352941176,0.029411764705882353,0.6544117647058824
ASSAM,CACHAR,4.406719247264253,5.3706380281276624,2.70805020110221,3.9318256327243257,0.0,6.39024066706535,6.894670039433482,0.0821501014198783,0.21703853955375255,0.014198782961460446,0.05070993914807302,0.603448275862069
ASSAM,CHIRANG,3.4011973816621555,3.7612001156935624,2.0794415416798357,3.5263605246161616,0.0,4.110873864173311,5.298317366548036,0.1457286432160804,0.21105527638190955,0.035175879396984924,0.1658291457286432,0.3015075376884422
ASSAM,DARRANG,4.718498871295094,5.231108616854587,2.4849066497880004,6.118097198041348,0.0,6.194405391104672,7.1929342212158,0.0835214446952596,0.1399548532731377,0.008276899924755455,0.34085778781038373,0.36794582392776526
ASSAM,DHEMAJI,3.828641396489095,4.23410650459726,1.3862943611198906,3.9512437185814275,0.6931471805599453,4.718498871295094,5.799092654460526,0.13677811550151975,0.2066869300911854,0.00911854103343465,0.15501519756838905,0.3373860182370821
ASSAM,DHUBRI,5.267858159063328,6.0063531596017325,2.3978952727983707,5.267858159063328,0.0,7.079184394609668,7.59488438721652,0.09713135379969803,0.2038248616004026,0.0050327126321087065,0.09713135379969803,0.5968797181680926
ASSAM,DIBRUGARH,4.219507705176107,4.820281565605037,1.791759469228055,4.663439094112067,0.0,5.537334267018537,6.318968113746434,0.12093862815884476,0.22202166064981949,0.009025270758122744,0.18953068592057762,0.4566787003610108
ASSAM,GOALPARA,4.6913478822291435,4.787491742782046,2.1972245773362196,4.804021044733257,0.0,5.908082938168931,6.587550014824796,0.1489655172413793,0.16413793103448276,0.011034482758620689,0.16689655172413792,0.5062068965517241
ASSAM,GOLAGHAT,4.31748811353631,5.25227342804663,2.0794415416798357,4.31748811353631,0.0,5.117993812416755,6.315358001522335,0.13405797101449277,0.3442028985507246,0.012681159420289856,0.13405797101449277,0.3007246376811594
ASSAM,GUWAHATI CITY,4.61512051684126,6.052089168924417,2.4849066497880004,4.969813299576001,0.0,6.18826412308259,7.181591944611865,0.076103500761035,0.3226788432267884,0.00837138508371385,0.10882800608828005,0.3698630136986301
